tweet_id,retweet_count,favorite_count
721503162398597120,1644,4224
721001180231503872,551,2342
720785406564900865,698,2860
720775346191278080,564,2251
720415127506415616,1358,3786
720389942216527872,2261,5866
720340705894408192,873,2619
720059472081784833,1017,3552
720043174954147842,1814,4568
719991154352222208,1591,4475
719704490224398336,1293,4173
719551379208073216,1709,4644
719367763014393856,686,2600
719339463458033665,1118,4095
719332531645071360,856,3178
718971898235854848,985,3206
718939241951195136,1581,4801
718631497683582976,7218,17319
718613305783398402,427,2254
718540630683709445,920,2245
718460005985447936,474,2501
718454725339934721,1376,4505
718246886998687744,446,1761
718234618122661888,911,3563
717841801130979328,542,2271
717790033953034240,985,2632
717537687239008257,1658,5306
717428917016076293,406,1475
717421804990701568,756,2887
717047459982213120,1734,5797
717009362452090881,868,2977
716802964044845056,1048,3961
716791146589110272,1457,7743
716730379797970944,396,1131
716447146686459905,5305,11985
716439118184652801,189,2195
716285507865542656,964,2557
716080869887381504,1705,6244
715928423106027520,794,2930
715758151270801409,1284,3415
715733265223708672,1526,4283
715704790270025728,512,2554
715696743237730304,1164,3609
715680795826982913,1442,3965
715360349751484417,1409,5035
715342466308784130,622,2791
715220193576927233,587,2208
715200624753819648,1682,4749
715009755312439296,1104,3815
714982300363173890,931,3429
714962719905021952,3833,6746
714957620017307648,1278,3812
714631576617938945,897,3013
714606013974974464,829,3341
714485234495041536,1008,2452
714258258790387713,667,2817
714251586676113411,758,3023
714214115368108032,797,2111
714141408463036416,1278,4001
713919462244790272,720,3041
713909862279876608,484,1748
713900603437621249,662,2617
713761197720473600,1240,4460
713411074226274305,1184,4093
713177543487135744,2588,6645
713175907180089344,1329,4085
712809025985978368,6078,17535
712717840512598017,4505,11309
712668654853337088,1097,3820
712438159032893441,1417,4902
712309440758808576,24,222
712097430750289920,932,3456
712092745624633345,812,2710
712085617388212225,434,3013
712065007010385924,568,2074
711998809858043904,121,0
711968124745228288,2092,7407
711743778164514816,907,2616
711732680602345472,3690,8072
711694788429553666,16604,30250
711652651650457602,819,3547
711363825979756544,1017,3324
711306686208872448,678,3046
711008018775851008,559,2742
710997087345876993,1261,4216
710844581445812225,610,2350
710833117892898816,477,2467
710658690886586372,512,2138
710609963652087808,2154,4427
710588934686908417,1697,4172
710296729921429505,669,2199
710283270106132480,480,1997
710272297844797440,1139,4148
710269109699739648,1014,2197
710153181850935296,809,2682
710140971284037632,800,2516
710117014656950272,1782,5031
709918798883774466,993,3223
709901256215666688,92,609
709852847387627521,1089,3235
709566166965075968,1072,3253
709556954897764353,973,3022
709519240576036864,219,1385
709449600415961088,517,2023
709409458133323776,617,2425
709225125749587968,520,2205
709207347839836162,5172,11412
709198395643068416,589,2265
709179584944730112,608,1852
709158332880297985,366,1877
709042156699303936,1477,4331
708853462201716736,592,1667
708845821941387268,804,2739
708834316713893888,449,1550
708810915978854401,6248,15220
708738143638450176,740,2539
708711088997666817,638,2335
708479650088034305,617,2339
708469915515297792,729,2852
708400866336894977,9057,14674
708356463048204288,1199,3307
708349470027751425,676,2187
708149363256774660,1412,3989
708130923141795840,784,3097
708119489313951744,897,2479
708109389455101952,501,1800
708026248782585858,1749,4067
707995814724026368,1013,2865
707983188426153984,2,45
707969809498152960,867,2485
707776935007539200,872,3007
707741517457260545,555,2289
707738799544082433,2199,3734
707693576495472641,915,3124
707629649552134146,784,2353
707610948723478529,5718,15587
707420581654872064,632,2070
707411934438625280,543,2113
707387676719185920,1147,3217
707377100785885184,975,3008
707315916783140866,578,2284
707297311098011648,710,2579
707059547140169728,619,2399
707038192327901184,716,2015
707021089608753152,1222,3731
707014260413456384,540,2114
706904523814649856,7107,13421
706901761596989440,522,1884
706681918348251136,890,3025
706644897839910912,982,2345
706593038911545345,581,1983
706538006853918722,1287,3188
706516534877929472,929,2873
706346369204748288,842,3170
706310011488698368,7128,19518
706291001778950144,436,1567
706265994973601792,848,2518
706169069255446529,2001,3582
706166467411222528,1447,4719
706153300320784384,343,1357
705975130514706432,662,2861
705970349788291072,795,2922
705898680587526145,494,2183
705786532653883392,466,1793
705591895322394625,1027,2913
705475953783398401,825,2741
705442520700944385,1459,4067
705428427625635840,1517,3509
705239209544720384,677,2772
705223444686888960,712,2377
705102439679201280,473,1962
705066031337840642,556,2013
704871453724954624,1015,3960
704859558691414016,476,2070
704847917308362754,1366,4697
704819833553219584,894,2448
704761120771465216,2620,6132
704499785726889984,902,2656
704491224099647488,71,688
704480331685040129,979,3150
704364645503647744,3229,7330
704347321748819968,313,1445
704134088924532736,412,1384
704113298707505153,520,1714
704054845121142784,841,2690
703774238772166656,404,1705
703769065844768768,1022,3014
703631701117943808,601,2361
703611486317502464,1380,3542
703425003149250560,1220,3499
703407252292673536,623,2255
703382836347330562,1027,3221
703356393781329922,345,1765
703268521220972544,494,1827
703079050210877440,2800,6808
703041949650034688,11298,24318
702932127499816960,651,2370
702899151802126337,411,1481
702684942141153280,964,2980
702671118226825216,508,2021
702598099714314240,3130,11320
702539513671897089,865,2643
702332542343577600,1386,2931
702321140488925184,951,3027
702276748847800320,694,2276
702217446468493312,1222,4390
701981390485725185,888,3159
701952816642965504,929,3539
701889187134500865,1255,3246
701805642395348998,1505,3118
701601587219795968,416,1926
701570477911896070,839,2575
701545186879471618,549,2448
701214700881756160,4631,11265
700890391244103680,510,2039
700864154249383937,556,2396
700847567345688576,450,2270
700796979434098688,857,2255
700747788515020802,8423,21003
700518061187723268,722,2391
700505138482569216,521,2104
700462010979500032,1624,3781
700167517596164096,654,2428
700151421916807169,608,2054
700143752053182464,2430,6917
700062718104104960,611,2446
700029284593901568,529,1913
700002074055016451,1198,3030
699801817392291840,849,2773
699788877217865730,469,2060
699779630832685056,1109,2502
699446877801091073,2398,5507
699434518667751424,467,2029
699423671849451520,288,1252
699413908797464576,569,1932
699370870310113280,392,1750
699323444782047232,783,2897
699088579889332224,563,2086
699079609774645248,571,2259
699072405256409088,1076,2717
699060279947165696,1620,3424
699036661657767936,1088,2402
698989035503689728,876,3075
698953797952008193,828,2482
698907974262222848,553,2339
698710712454139905,616,2266
698703483621523456,335,1324
698635131305795584,312,1197
698549713696649216,559,2150
698355670425473025,395,1703
698342080612007937,870,2073
698262614669991936,1796,4397
698195409219559425,5441,15510
698178924120031232,674,2588
697995514407682048,305,1411
697990423684476929,1170,3016
697943111201378304,614,2198
697881462549430272,1054,2779
697630435728322560,497,1597
697616773278015490,921,2890
697596423848730625,1133,2771
697575480820686848,453,1882
697516214579523584,993,1878
697482927769255936,599,2233
697463031882764288,1268,3164
697270446429966336,1714,4345
697259378236399616,901,3041
697255105972801536,1053,2847
697242256848379904,616,2325
696900204696625153,937,2915
696894894812565505,615,2167
696886256886657024,1629,4442
696877980375769088,638,2260
696754882863349760,328,1371
696744641916489729,834,1893
696713835009417216,584,2176
696518437233913856,1566,3633
696490539101908992,127,1136
696488710901260288,928,2307
696405997980676096,1051,2925
696100768806522880,584,1775
695816827381944320,1053,2757
695794761660297217,707,2915
695767669421768709,665,1709
695629776980148225,1892,4199
695446424020918272,1652,4087
695409464418041856,3238,7989
695314793360662529,1297,3336
695095422348574720,550,2454
695074328191332352,993,2609
695064344191721472,528,1477
695051054296211456,716,2431
694925794720792577,817,2493
694905863685980160,834,2535
694669722378485760,13063,33000
694356675654983680,251,1386
694352839993344000,540,1880
694342028726001664,432,1460
694329668942569472,449,1819
694206574471057408,1853,3814
694183373896572928,842,2705
694001791655137281,924,3137
693993230313091072,358,1732
693942351086120961,328,1621
693647888581312512,517,2475
693644216740769793,115,1265
693642232151285760,376,2349
693629975228977152,719,2261
693622659251335168,337,1418
693590843962331137,1778,4656
693582294167244802,223,1517
693486665285931008,566,1627
693280720173801472,1122,3085
693267061318012928,731,2199
693262851218264065,452,2044
693231807727280129,671,2653
693155686491000832,2891,7260
693109034023534592,549,1563
693095443459342336,404,1701
692919143163629568,696,2497
692905862751522816,790,2235
692901601640583168,537,1616
692894228850999298,715,2084
692828166163931137,795,2657
692752401762250755,3296,6276
692568918515392513,1392,4031
692535307825213440,1233,2904
692530551048294401,368,1700
692423280028966913,198,1365
692417313023332352,3134,8648
692187005137076224,744,2332
692158366030913536,718,1970
692142790915014657,354,1506
692041934689402880,1130,3119
692017291282812928,870,2673
691820333922455552,1490,3651
691793053716221953,3824,7482
691756958957883396,885,2599
691675652215414786,460,1796
691483041324204033,500,2199
691459709405118465,1022,3726
691444869282295808,751,2435
691416866452082688,6912,17826
691321916024623104,599,2385
691096613310316544,792,2759
691090071332753408,305,1606
690989312272396288,2612,5450
690959652130045952,1113,3313
690938899477221376,1749,3769
690932576555528194,906,3027
690735892932222976,1150,3496
690728923253055490,465,1999
690690673629138944,746,2150
690649993829576704,248,1200
690607260360429569,14,279
690597161306841088,546,1784
690400367696297985,406,1742
690374419777196032,762,2969
690360449368465409,792,2447
690348396616552449,461,1371
690248561355657216,370,1540
690021994562220032,922,2579
690015576308211712,659,2301
690005060500217858,1535,3383
689999384604450816,329,1305
689993469801164801,406,1349
689905486972461056,623,2256
689877686181715968,1044,2796
689835978131935233,688,2016
689661964914655233,851,2992
689659372465688576,3471,9524
689623661272240129,580,2039
689599056876867584,5016,10757
689557536375177216,404,1899
689517482558820352,1297,3123
689289219123089408,846,2068
689283819090870273,1004,3020
689280876073582592,638,1824
689275259254616065,225,1052
689255633275777024,973,2350
689154315265683456,897,2857
689143371370250240,454,1865
688916208532455424,772,2495
688908934925697024,708,1940
688898160958271489,710,1923
688894073864884227,620,2058
688828561667567616,321,1276
688804835492233216,170,886
688789766343622656,604,2052
688547210804498433,627,2399
688519176466644993,657,2149
688385280030670848,4076,8537
688211956440801280,751,2078
688179443353796608,527,1977
688116655151435777,697,2610
688064179421470721,323,1595
687841446767013888,2250,5014
687826841265172480,1009,2517
687818504314159109,863,2281
687807801670897665,657,2198
687732144991551489,595,1617
687704180304273409,765,2241
687664829264453632,470,1804
687494652870668288,527,1757
687480748861947905,221,1473
687476254459715584,481,1826
687460506001633280,491,1907
687399393394311168,552,1747
687317306314240000,8336,18635
687312378585812992,1726,4002
687127927494963200,2050,4968
687124485711986689,461,2019
687109925361856513,2227,5355
687102708889812993,870,2167
687096057537363968,551,2077
686947101016735744,2899,7977
686760001961103360,1256,3239
686749460672679938,1316,3199
686730991906516992,1089,3803
686683045143953408,731,2607
686618349602762752,1238,3409
686606069955735556,490,1751
686394059078897668,631,1593
686386521809772549,791,3007
686377065986265092,514,2046
686358356425093120,599,1994
686286779679375361,1523,3713
686050296934563840,665,2064
686035780142297088,104,1061
686034024800862208,1037,2842
686007916130873345,364,2279
686003207160610816,563,1678
685973236358713344,477,1937
685943807276412928,535,1498
685906723014619143,2584,6892
685681090388975616,110,1883
685667379192414208,508,2179
685663452032069632,1331,2970
685641971164143616,696,2689
685547936038666240,14098,30341
685532292383666176,1045,2806
685325112850124800,3579,8670
685321586178670592,578,2439
685315239903100929,944,3027
685307451701334016,396,1923
685268753634967552,1072,2835
685198997565345792,588,2139
685169283572338688,1274,3777
684969860808454144,326,2215
684959798585110529,2808,6288
684902183876321280,463,1718
684880619965411328,724,1920
684830982659280897,19647,32324
684800227459624960,902,2513
684594889858887680,3165,8173
684588130326986752,1276,3807
684567543613382656,1101,2759
684538444857667585,855,2435
684481074559381504,1069,3565
684460069371654144,503,1813
684241637099323392,2946,7474
684225744407494656,183,1142
684222868335505415,1240,3512
684200372118904832,945,1983
684195085588783105,456,1761
684188786104872960,1048,3220
684177701129875456,592,1865
684147889187209216,1368,2742
684097758874210310,1298,3782
683857920510050305,1020,3513
683852578183077888,315,1791
683849932751646720,851,2410
683834909291606017,1019,2411
683828599284170753,971,2582
683773439333797890,1218,3070
683742671509258241,2997,5971
683515932363329536,2610,6784
683498322573824003,872,2930
683481228088049664,902,2446
683462770029932544,620,2241
683449695444799489,1456,3576
683391852557561860,2175,7041
683357973142474752,822,2666
683142553609318400,933,2642
683111407806746624,816,3142
683098815881154561,588,1995
683078886620553216,517,1855
683030066213818368,667,1995
682962037429899265,14848,33704
682808988178739200,154,1625
682788441537560576,1016,2282
682750546109968385,398,1400
682697186228989953,333,1213
682662431982772225,987,2811
682638830361513985,534,1904
682429480204398592,1044,3177
682406705142087680,1584,6955
682393905736888321,595,2067
682389078323662849,423,1538
682303737705140231,883,2816
682259524040966145,1078,3804
682242692827447297,1037,2964
682088079302213632,8863,16758
682059653698686977,1526,4535
682047327939461121,847,2949
682032003584274432,1790,6049
682003177596559360,1365,2859
681981167097122816,919,2595
681891461017812993,744,2268
681694085539872773,3684,11795
681679526984871937,399,1629
681654059175129088,819,2414
681610798867845120,416,1727
681579835668455424,1175,3247
681523177663676416,5196,13157
681340665377193984,246,1517
681339448655802368,3696,8549
681320187870711809,671,2403
681302363064414209,1619,3595
681297372102656000,853,2954
681281657291280384,993,2961
681261549936340994,235,1332
681242418453299201,469,1355
681231109724700672,437,2237
681193455364796417,1334,3410
680970795137544192,583,2208
680959110691590145,1819,4212
680940246314430465,935,2921
680934982542561280,392,1912
680913438424612864,562,2208
680889648562991104,323,1611
680836378243002368,1183,3180
680805554198020098,607,1971
680801747103793152,739,2186
680798457301471234,937,2602
680609293079592961,624,2409
680583894916304897,1186,3298
680497766108381184,1729,3884
680494726643068929,438,1572
680473011644985345,669,2344
680440374763077632,441,1322
680221482581123072,260,1357
680206703334408192,1044,2586
680191257256136705,441,1976
680176173301628928,1393,3555
680161097740095489,669,2136
680145970311643136,1557,3309
680130881361686529,854,2112
680115823365742593,822,2494
680100725817409536,1246,3301
680085611152338944,8126,11722
679877062409191424,575,1792
679872969355714560,596,2009
679862121895714818,554,2245
679854723806179328,1099,2612
679844490799091713,687,2186
679828447187857408,12555,33101
679777920601223168,995,2857
679736210798047232,714,1910
679729593985699840,747,1990
679722016581222400,425,1537
679530280114372609,1880,4365
679527802031484928,650,2421
679511351870550016,1143,3068
679503373272485890,1333,2908
679475951516934144,579,1921
679462823135686656,16958,29329
679405845277462528,1073,2159
679158373988876288,7222,19386
679148763231985668,921,2550
679062614270468097,7189,15460
678798276842360832,1027,3159
678774928607469569,819,2571
678767140346941444,1222,3220
678764513869611008,413,1480
678755239630127104,2921,6468
678740035362037760,1485,3393
678708137298427904,2181,5117
678675843183484930,1317,2598
678643457146150913,359,1878
678446151570427904,1372,3651
678424312106393600,2268,4990
678410210315247616,1608,3822
678389028614488064,381,1711
678380236862578688,822,2236
678341075375947776,472,1573
678334497360859136,223,1180
678278586130948096,5482,10399
678255464182861824,326,1447
678023323247357953,341,1741
678021115718029313,5612,12345
677961670166224897,1522,3135
677918531514703872,364,1216
677895101218201600,1839,4387
677716515794329600,875,2784
677700003327029250,1288,3111
677698403548192770,286,1118
677687604918272002,755,2254
677673981332312066,1347,3031
677662372920729601,841,1773
677644091929329666,726,1708
677573743309385728,599,1936
677565715327688705,410,1188
677557565589463040,1014,2215
677547928504967168,3287,6308
677530072887205888,204,966
677335745548390400,1546,2755
677334615166730240,251,1224
677331501395156992,208,986
677328882937298944,1341,3331
677314812125323265,471,1496
677301033169788928,354,1111
677269281705472000,635,1795
677228873407442944,1464,3201
677187300187611136,810,2481
676975532580409345,948,2524
676957860086095872,719,2022
676949632774234114,348,1185
676948236477857792,772,1955
676946864479084545,326,1577
676942428000112642,665,1870
676936541936185344,4421,11608
676916996760600576,1611,2691
676897532954456065,649,2052
676864501615042560,623,1886
676821958043033607,13741,20673
676819651066732545,602,1654
676811746707918848,379,1303
676776431406465024,1802,4521
676617503762681856,853,2613
676613908052996102,176,984
676606785097199616,386,1720
676603393314578432,340,1039
676593408224403456,1886,4128
676590572941893632,110,840
676588346097852417,699,2081
676582956622721024,251,1077
676575501977128964,986,2329
676533798876651520,489,1696
676496375194980353,471,1373
676470639084101634,4171,10560
676440007570247681,588,1563
676430933382295552,302,1264
676263575653122048,484,1893
676237365392908289,251,1091
676219687039057920,27683,70776
676215927814406144,516,1572
676191832485810177,917,2053
676146341966438401,586,1751
676121918416756736,1025,1963
676101918813499392,1049,2579
676098748976615425,1246,2677
676089483918516224,390,1182
675898130735476737,506,1445
675891555769696257,763,1922
675888385639251968,839,2115
675878199931371520,1238,3779
675870721063669760,497,1465
675853064436391936,1132,2419
675849018447167488,123,864
675845657354215424,776,2046
675822767435051008,475,1385
675820929667219457,206,956
675798442703122432,3040,9298
675781562965868544,418,1453
675740360753160193,295,1058
675710890956750848,717,1686
675534494439489536,361,1663
675531475945709568,330,1065
675522403582218240,248,939
675517828909424640,407,1148
675501075957489664,5208,15528
675497103322386432,1130,2817
675489971617296384,526,1149
675483430902214656,853,1664
675432746517426176,502,1359
675372240448454658,453,1527
675362609739206656,193,941
675354435921575936,14871,29431
675349384339542016,1998,3527
675334060156301312,1128,2487
675166823650848770,1383,3167
675153376133427200,2258,5585
675149409102012420,1496,3350
675147105808306176,197,841
675146535592706048,255,1052
675145476954566656,780,1915
675135153782571009,411,1164
675113801096802304,686,1735
675111688094527488,213,867
675109292475830276,996,2517
675047298674663426,275,930
675015141583413248,1034,2410
674805413498527744,316,760
674800520222154752,748,2696
674793399141146624,951,2219
674790488185167872,218,984
674788554665512960,181,719
674781762103414784,1043,1804
674774481756377088,406,983
674767892831932416,689,1628
674764817387900928,200,700
674754018082705410,382,1229
674752233200820224,401,1309
674743008475090944,465,1259
674742531037511680,44,431
674739953134403584,325,969
674737130913071104,80,580
674690135443775488,411,1024
674670581682434048,565,1447
674664755118911488,205,810
674646392044941312,430,1281
674644256330530816,241,927
674638615994089473,509,1517
674632714662858753,501,1340
674606911342424069,86,840
674468880899788800,1776,5554
674447403907457024,314,954
674436901579923456,344,989
674422304705744896,465,1281
674416750885273600,116,612
674410619106390016,400,1067
674394782723014656,487,1335
674372068062928900,280,766
674330906434379776,65,505
674318007229923329,449,1251
674307341513269249,6021,10126
674291837063053312,5134,13163
674271431610523648,645,1394
674269164442398721,202,825
674265582246694913,728,1457
674262580978937856,383,1178
674255168825880576,464,1300
674082852460433408,144,682
674075285688614912,246,886
674063288070742018,1907,5712
674053186244734976,1128,2948
674051556661161984,431,1292
674045139690631169,565,1267
674042553264685056,110,636
674038233588723717,366,976
674036086168010753,181,760
674024893172875264,1085,1583
674019345211760640,264,1013
674014384960745472,559,1387
674008982932058114,300,1083
673956914389192708,835,1749
673919437611909120,325,1058
673906403526995968,1428,2842
673887867907739649,220,841
673716320723169284,669,2782
673715861853720576,1807,3164
673711475735838725,265,938
673709992831262724,236,751
673708611235921920,254,953
673707060090052608,346,989
673705679337693185,359,1123
673700254269775872,500,1282
673697980713705472,1692,3511
673689733134946305,569,1541
673688752737402881,438,1126
673686845050527744,377,1275
673680198160809984,416,1229
673662677122719744,328,1124
673656262056419329,198,650
673636718965334016,307,994
673612854080196609,630,1426
673583129559498752,313,1063
673580926094458881,238,737
673576835670777856,486,1229
673363615379013632,266,928
673359818736984064,592,1286
673355879178194945,491,1341
673352124999274496,473,1493
673350198937153538,184,684
673345638550134785,1100,2226
673343217010679808,235,856
673342308415348736,492,1135
673320132811366400,6871,11945
673317986296586240,216,781
673295268553605120,2744,6716
673270968295534593,312,957
673240798075449344,615,1276
673213039743795200,724,1970
673148804208660480,547,1488
672997845381865473,630,1752
672995267319328768,251,845
672988786805112832,253,873
672984142909456390,470,1117
672980819271634944,888,1625
672975131468300288,776,1497
672970152493887488,302,837
672968025906282496,470,1184
672964561327235073,557,1261
672902681409806336,422,1232
672898206762672129,363,794
672884426393653248,728,1366
672877615439593473,301,908
672834301050937345,503,1151
672828477930868736,418,1109
672640509974827008,270,872
672622327801233409,421,1147
672614745925664768,510,1088
672609152938721280,338,969
672604026190569472,335,968
672594978741354496,529,1179
672591762242805761,284,842
672591271085670400,157,640
672538107540070400,317,900
672523490734551040,146,552
672488522314567680,371,990
672482722825261057,518,990
672481316919734272,110,639
672475084225949696,606,1294
672466075045466113,447,1192
672272411274932228,2926,5702
672267570918129665,538,1313
672264251789176834,285,1011
672256522047614977,1326,2510
672254177670729728,646,1274
672248013293752320,520,1527
672245253877968896,131,607
672239279297454080,275,804
672231046314901505,876,1618
672222792075620352,176,699
672205392827572224,1006,1981
672169685991993344,318,909
672160042234327040,304,765
672139350159835138,594,1539
672125275208069120,986,2117
672095186491711488,328,875
672082170312290304,318,836
672068090318987265,439,1136
671896809300709376,3667,7603
671891728106971137,480,1169
671882082306625538,1205,3098
671879137494245376,570,1244
671874878652489728,478,1102
671866342182637568,418,995
671855973984772097,371,791
671789708968640512,2995,6305
671768281401958400,434,1048
671763349865160704,773,1492
671744970634719232,662,1205
671743150407421952,200,674
671735591348891648,653,1285
671729906628341761,3793,7484
671561002136281088,6309,11369
671550332464455680,183,810
671547767500775424,496,1202
671544874165002241,888,1727
671542985629241344,484,964
671538301157904385,334,836
671536543010570240,343,1035
671533943490011136,494,896
671528761649688577,215,737
671520732782923777,454,1217
671518598289059840,252,830
671511350426865664,605,1424
671504605491109889,3114,6226
671497587707535361,388,826
671488513339211776,414,885
671486386088865792,173,510
671485057807351808,195,677
671390180817915904,652,1280
671362598324076544,257,974
671357843010908160,133,351
671355857343524864,104,420
671347597085433856,370,833
671186162933985280,176,640
671182547775299584,283,979
671166507850801152,301,779
671163268581498880,965,1456
671159727754231808,68,313
671154572044468225,186,624
671151324042559489,127,587
671147085991960577,191,583
671141549288370177,569,1021
671138694582165504,340,822
671134062904504320,162,653
671122204919246848,2184,3084
671115716440031232,670,1214
671109016219725825,377,1004
670995969505435648,241,968
670842764863651840,7559,22034
670840546554966016,165,523
670838202509447168,598,981
670833812859932673,109,382
670832455012716544,184,647
670826280409919488,3495,4862
670823764196741120,160,674
670822709593571328,83,544
670815497391357952,1314,2775
670811965569282048,230,983
670807719151067136,425,1052
670804601705242624,817,1735
670803562457407488,77,302
670797304698376195,203,660
670792680469889025,237,732
670789397210615808,210,583
670786190031921152,169,528
670783437142401025,330,722
670782429121134593,656,1347
670780561024270336,249,700
670778058496974848,62,297
670764103623966721,371,958
670755717859713024,87,392
670733412878163972,446,848
670727704916926465,312,736
670717338665226240,416,1050
670704688707301377,318,686
670691627984359425,208,517
670679630144274432,241,664
670676092097810432,35,214
670668383499735048,4304,9438
670474236058800128,631,1337
670468609693655041,77,313
670465786746662913,467,852
670452855871037440,174,489
670449342516494336,567,1074
670444955656130560,1739,6046
670442337873600512,175,580
670435821946826752,435,937
670434127938719744,560,1255
670433248821026816,100,294
670428280563085312,520,1231
670427002554466305,141,462
670421925039075328,550,1143
670420569653809152,265,539
670417414769758208,280,501
670411370698022913,766,1792
670408998013820928,187,484
670403879788544000,128,377
670385711116361728,173,489
670374371102445568,236,669
670361874861563904,55,288
670338931251150849,96,373
670319130621435904,1065,3468
670303360680108032,107,382
670290420111441920,249,622
670093938074779648,276,908
670086499208155136,217,620
670079681849372674,1056,1956
670073503555706880,677,1384
670069087419133954,205,551
670061506722140161,290,666
670055038660800512,279,592
670046952931721218,151,576
670040295598354432,96,658
670037189829525505,240,527
670003130994700288,77,295
669993076832759809,70,284
669972011175813120,133,392
669970042633789440,43,271
669942763794931712,131,444
669926384437997569,81,338
669923323644657664,50,202
669753178989142016,340,705
669749430875258880,55,227
669684865554620416,74,445
669683899023405056,93,338
669682095984410625,115,312
669680153564442624,241,585
669661792646373376,365,715
669625907762618368,1564,3112
669603084620980224,316,845
669597912108789760,131,446
669583744538451968,800,1317
669573570759163904,120,388
669571471778410496,878,1406
669567591774625800,45,202
669564461267722241,104,336
669393256313184256,62,313
669375718304980992,626,1174
669371483794317312,148,434
669367896104181761,129,404
669363888236994561,201,557
669359674819481600,103,329
669354382627049472,1092,2381
669353438988365824,226,562
669351434509529089,153,376
669328503091937280,365,904
669327207240699904,102,496
669324657376567296,182,438
669216679721873412,346,1053
669214165781868544,135,384
669203728096960512,406,887
669037058363662336,264,571
669015743032369152,323,650
669006782128353280,209,509
669000397445533696,5509,18651
668994913074286592,190,390
668992363537309700,292,657
668989615043424256,288,594
668988183816871936,389,797
668986018524233728,140,478
668981893510119424,258,479
668979806671884288,293,701
668975677807423489,495,1152
668967877119254528,18,127
668960084974809088,209,618
668955713004314625,63,241
668932921458302977,50,227
668902994700836864,87,275
668892474547511297,126,353
668872652652679168,268,475
668852170888998912,139,409
668826086256599040,112,381
668815180734689280,225,492
668779399630725120,325,627
668655139528511488,189,468
668645506898350081,457,773
668643542311546881,447,783
668641109086707712,466,942
668636665813057536,435,919
668633411083464705,1377,2457
668631377374486528,280,616
668627278264475648,97,281
668625577880875008,112,328
668623201287675904,653,1244
668620235289837568,35,181
668614819948453888,272,543
668587383441514497,917,1474
668567822092664832,46,206
668544745690562560,197,452
668542336805281792,181,403
668537837512433665,61,226
668528771708952576,189,402
668507509523615744,87,278
668496999348633600,114,359
668484198282485761,207,372
668480044826800133,127,394
668466899341221888,439,769
668297328638447616,255,557
668291999406125056,28,213
668286279830867968,116,436
668274247790391296,197,719
668268907921326080,206,484
668256321989451776,516,1150
668248472370458624,406,840
668237644992782336,2414,5432
668226093875376128,85,247
668221241640230912,169,452
668204964695683073,171,488
668190681446379520,171,576
668171859951755264,162,424
668154635664932864,273,439
668142349051129856,239,509
668113020489474048,207,582
667937095915278337,691,1114
667924896115245057,95,264
667915453470232577,46,184
667911425562669056,245,430
667902449697558528,334,757
667886921285246976,907,1647
667885044254572545,398,729
667878741721415682,101,348
667873844930215936,339,551
667866724293877760,898,2711
667861340749471744,69,221
667832474953625600,54,255
667806454573760512,417,928
667801013445750784,81,283
667793409583771648,286,607
667782464991965184,210,363
667773195014021121,44,204
667766675769573376,185,372
667728196545200128,126,324
667724302356258817,268,423
667550904950915073,28,0
667550882905632768,25,0
667549055577362432,1946,5095
667546741521195010,106,303
667544320556335104,457,761
667538891197542400,58,176
667534815156183040,444,716
667530908589760512,206,410
667524857454854144,965,1496
667517642048163840,165,332
667509364010450944,1859,6047
667502640335572993,193,484
667495797102141441,231,457
667491009379606528,189,456
667470559035432960,85,225
667455448082227200,53,171
667453023279554560,73,279
667443425659232256,486,681
667437278097252352,197,396
667435689202614272,76,267
667405339315146752,196,410
667393430834667520,50,168
667369227918143488,144,328
667211855547486208,209,425
667200525029539841,227,544
667192066997374976,86,332
667188689915760640,330,643
667182792070062081,5255,12512
667177989038297088,48,166
667176164155375616,386,525
667174963120574464,69,218
667171260800061440,72,186
667165590075940865,965,2376
667160273090932737,50,219
667152164079423490,14575,42190
667138269671505920,1862,4004
667119796878725120,105,284
667090893657276420,105,286
667073648344346624,103,351
667070482143944705,13,72
667065535570550784,40,143
667062181243039745,45,192
667044094246576128,43,163
667012601033924608,186,395
666996132027977728,79,213
666983947667116034,844,2244
666837028449972224,467,702
666835007768551424,65,183
666826780179869698,79,219
666817836334096384,209,442
666804364988780544,78,206
666786068205871104,409,657
666781792255496192,168,325
666776908487630848,148,303
666739327293083650,59,207
666701168228331520,182,371
666691418707132416,42,159
666649482315059201,524,993
666644823164719104,69,208
666454714377183233,179,447
666447344410484738,19,90
666437273139982337,40,106
666435652385423360,42,137
666430724426358785,160,276
666428276349472768,67,139
666421158376562688,91,272
666418789513326592,39,107
666411507551481857,262,371
666407126856765440,30,93
666396247373291520,68,147
666373753744588802,73,162
666362758909284353,468,649
666353288456101888,56,179
666345417576210432,122,241
666337882303524864,79,168
666293911632134144,289,425
666287406224695296,56,123
666273097616637952,66,151
666268910803644416,38,99
666104133288665088,5462,12853
666102155909144576,11,66
666099513787052032,53,133
666094000022159362,63,142
666082916733198337,37,92
666073100786774016,130,274
666071193221509120,51,127
666063827256086533,180,395
666058600524156928,47,99
666057090499244032,112,247
666055525042405380,196,367
666051853826850816,700,1023
666050758794694657,50,115
666049248165822465,36,88
666044226329800704,115,246
666033412701032449,36,100
666029285002620928,39,112
666020888022790149,421,2285
