tweet_id,retweet_count,favorite_count
802600418706604034,1378,6752
802572683846291456,2349,8499
802323869084381190,5461,15312
802265048156610565,1291,6610
802239329049477120,2451,8631
802185808107208704,250,0
801958328846974976,1593,7348
801854953262350336,218,1722
801538201127157760,1950,7799
801285448605831168,770,5728
801167903437357056,5496,23124
801127390143516673,3693,0
801115127852503040,1982,7668
800859414831898624,90,644
800855607700029440,1514,0
800751577355128832,2622,10074
800513324630806528,2817,12471
800459316964663297,2056,9033
800443802682937345,4012,0
800018252395122689,12265,26835
799774291445383169,4359,0
799757965289017345,2000,7956
799422933579902976,1797,7677
799308762079035393,5066,0
799297110730567681,2554,9372
799063482566066176,2337,7683
798933969379225600,4147,12399
798925684722855936,1356,7152
798705661114773508,6196,0
798701998996647937,7218,0
798697898615730177,6078,0
798694562394996736,4631,0
798686750113755136,2175,0
798682547630837760,4421,0
798673117451325440,5208,0
798665375516884993,3667,0
798644042770751489,1739,0
798628517273620480,1859,0
798585098161549313,5255,0
798576900688019456,5462,0
798340744599797760,3134,0
798209839306514432,2418,9907
797971864723324932,2883,10932
797545162159308800,4607,13848
797236660651966464,6143,18882
797165961484890113,24,212
796904159865868288,8336,0
796865951799083009,1825,7295
796759840936919040,2824,11190
796563435802726400,6713,0
796484825502875648,1648,7162
796387464403357696,3882,10440
796177847564038144,13332,0
796149749086875649,13332,30444
796125600683540480,1680,4727
796116448414461957,2246,8619
796080075804475393,2158,8004
796031486298386433,3494,10247
795464331001561088,21905,46672
795400264262053889,2677,9483
795076730285391872,5084,15320
794983741416415232,3150,0
794926597468000259,2153,9658
794355576146903043,9637,0
794332329137291264,2533,9111
794205286408003585,3105,8760
793962221541933056,4560,15880
793845145112371200,1741,8751
793614319594401792,2919,0
793601777308463104,1513,7564
793500921481273345,2227,10094
793286476301799424,8578,23304
793271401113350145,2240,8238
793256262322548741,7778,18898
793241302385262592,3065,9965
793226087023144960,2709,9271
793210959003287553,2600,8465
793195938047070209,5258,14425
793180763617361921,1859,6549
793165685325201412,2621,8878
793150605191548928,1592,5837
793135492858580992,2349,6066
793120401413079041,3672,11997
792913359805018113,3704,13558
792883833364439040,3993,10689
792773781206999040,1569,6989
792394556390137856,4010,12692
792050063153438720,1667,6762
791821351946420224,19647,0
791784077045166082,8863,0
791780927877898241,3547,0
791774931465953280,20698,42665
791672322847637504,2919,11120
791406955684368384,3846,12469
791312159183634433,2359,8306
791026214425268224,3796,0
790987426131050500,1983,9287
790946055508652032,4378,15835
790723298204217344,2140,0
790698755171364864,1798,7784
790581949425475584,6625,19512
790337589677002753,1763,7414
790277117346975746,2947,11879
790227638568808452,3298,0
789986466051088384,2140,8789
789960241177853952,3812,0
789903600034189313,3872,9764
789628658055020548,1641,7066
789599242079838210,1788,6370
789530877013393408,3150,11066
789314372632018944,2131,8182
789280767834746880,4578,0
789268448748703744,2438,8633
789137962068021249,2601,9210
788908386943430656,11682,26023
788765914992902144,9637,25860
788552643979468800,6634,0
788412144018661376,4911,14684
788178268662984705,1968,6878
788150585577050112,1196,5784
788070120937619456,3203,0
788039637453406209,1221,5779
787810552592695296,2834,8138
787717603741622272,2580,9697
787397959788929025,2659,10315
787322443945877504,1621,7378
787111942498508800,6283,0
786963064373534720,7411,25234
786729988674449408,2270,0
786709082849828864,5714,17336
786664955043049472,2360,10031
786595970293370880,2908,8960
786363235746385920,3208,10255
786286427768250368,2637,7549
786233965241827333,4363,14379
786051337297522688,145,1352
786036967502913536,6483,0
785927819176054784,2976,10786
785872687017132033,1668,6328
785639753186217984,2100,7443
785533386513321988,1834,8568
785515384317313025,1158,5776
785264754247995392,1513,6893
785170936622350336,4484,11322
784826020293709826,3000,9562
784517518371221505,2360,8475
784431430411685888,1182,5436
784183165795655680,7448,18909
784057939640352768,10326,28031
783839966405230592,10012,28334
783821107061198850,1822,6964
783695101801398276,2983,9841
783466772167098368,2073,7954
783391753726550016,5076,15957
783347506784731136,5134,0
783334639985389568,10847,27412
783085703974514689,2018,7719
782969140009107456,6871,22775
782747134529531904,1316,7054
782722598790725632,4998,16257
782598640137187329,1763,7372
782305867769217024,5117,15684
782021823840026624,5718,0
781955203444699136,3129,10544
781661882474196992,2513,9847
781655249211752448,1048,3770
781524693396357120,5128,19532
781308096455073793,2378,6730
781251288990355457,1922,7902
781163403222056960,2576,9249
780931614150983680,6713,20450
780858289093574656,1858,6784
780800785462489090,1199,5180
780601303617732608,3118,11397
780543529827336192,1623,5936
780496263422808064,3411,0
780476555013349377,103,0
780459368902959104,1000,4984
780192070812196864,2078,8192
780092040432480260,2123,0
780074436359819264,4558,11401
779834332596887552,6483,17716
779377524342161408,2875,8237
779124354206535695,16958,0
779056095788752897,4195,13857
778990705243029504,6637,18704
778774459159379968,9122,0
778764940568104960,337,819
778748913645780993,1203,6448
778650543019483137,1385,5409
778624900596654080,940,4329
778408200802557953,3995,12841
778396591732486144,11298,0
778383385161035776,1017,5495
778286810187399168,3055,9724
778039087836069888,2454,7968
778027034220126208,1491,6186
777953400541634568,3257,0
777885040357281792,1511,5983
777684233540206592,2717,10597
777641927919427584,3907,0
777621514455814149,2332,8203
777189768882946048,3974,13289
776819012571455488,12555,0
776813020089548800,1111,4595
776477788987613185,2550,8225
776249906839351296,8423,0
776218204058357768,14663,28026
776201521193218049,2330,9008
776113305656188928,4012,11084
776088319444877312,141,1711
775898661951791106,15473,0
775842724423557120,2454,11007
775733305207554048,3693,13037
775729183532220416,4265,12243
775364825476165632,2708,6929
775350846108426240,3616,9552
775085132600442880,4359,14599
774757898236878852,1652,8117
774639387460112384,1610,6352
774314403806253056,5066,20487
773985732834758656,3576,10140
773922284943896577,1620,6050
773704687002451968,1495,6226
773670353721753600,1220,5046
773547596996571136,5675,20786
773336787167145985,4661,0
773308824254029826,6932,21925
773247561583001600,2996,8861
773191612633579521,3794,9364
772877495989305348,3569,8034
772826264096874500,2203,7557
772615324260794368,3109,0
772581559778025472,1580,6094
772193107915964416,1286,5669
772152991789019136,1049,3581
772117678702071809,686,3540
772114945936949249,440,2578
772102971039580160,862,3768
771908950375665664,1749,6164
771770456517009408,3134,11258
771500966810099713,2416,7761
771380798096281600,4661,9888
771171053431250945,6871,0
771136648247640064,2703,8585
771102124360998913,1326,5850
771014301343748096,1534,6470
770787852854652928,1101,4612
770772759874076672,1322,4877
770655142660169732,1665,6911
770414278348247044,1921,5930
770293558247038976,1352,5841
770093767776997377,2805,0
770069151037685760,2119,7128
769940425801170949,8810,29234
769695466921623552,1561,6030
769335591808995329,7107,0
769212283578875904,1594,5071
768970937022709760,5979,13372
768909767477751808,2430,0
768855141948723200,822,3921
768609597686943744,1095,3850
768596291618299904,1186,4726
768554158521745409,5371,0
768473857036525572,3152,12755
768193404517830656,3257,10166
767884188863397888,1264,4460
767754930266464257,4940,14952
767500508068192258,2144,7035
767191397493538821,3458,11506
767122157629476866,2631,9529
766793450729734144,1252,4736
766714921925144576,345,2459
766693177336135680,727,3785
766423258543644672,1450,5622
766313316352462849,1728,6327
766078092750233600,2412,0
766069199026450432,770,3932
766008592277377025,457,3527
765719909049503744,1989,6788
765669560888528897,1129,4845
765395769549590528,3103,25072
765371061932261376,1998,6665
765222098633691136,3109,10898
764857477905154048,1643,6058
764259802650378240,1385,5623
763956972077010945,49,731
763837565564780549,3796,11724
763183847194451968,1354,5052
763167063695355904,2744,0
763103485927849985,2110,6910
762699858130116608,3298,11340
762471784394268675,5892,10491
762464539388485633,3812,9623
762316489655476224,1027,4494
762035686371364864,14258,29749
761976711479193600,1818,5030
761750502866649088,3579,0
761745352076779520,792,4008
761672994376806400,26656,46188
761599872357261312,1097,3877
761371037149827077,16604,0
761334018830917632,1335,4817
761292947749015552,998,4178
761227390836215808,1440,4991
761004547850530816,3203,10631
760893934457552897,886,3567
760656994973933572,1746,6166
760641137271070720,1186,4668
760539183865880579,3329,7061
760521673607086080,1280,3916
760290219849637889,10540,25020
760252756032651264,796,3700
760190180481531904,1648,5341
760153949710192640,28,0
759943073749200896,1926,5520
759846353224826880,1795,6276
759793422261743616,1757,5567
759557299618865152,1101,4389
759447681597108224,2270,7927
759446261539934208,453,1561
759197388317847553,1798,5685
759159934323924993,1065,0
759099523532779520,3810,13592
759047813560868866,1845,6063
758854675097526272,839,3315
758828659922702336,3542,10454
758740312047005698,1496,5369
758474966123810816,912,3551
758467244762497024,2024,4468
758405701903519748,1757,4864
758355060040593408,957,3148
758099635764359168,9122,17673
758041019896193024,338,2523
757741869644341248,3016,6399
757729163776290825,7189,0
757725642876129280,1108,4246
757611664640446465,1005,4284
757597904299253760,277,0
757596066325864448,954,4062
757400162377592832,6301,14119
757393109802180609,1573,5436
757354760399941633,1298,4203
756998049151549440,1830,5862
756939218950160384,1831,6197
756651752796094464,1190,4694
756526248105566208,3289,9686
756303284449767430,1002,3684
756288534030475264,16265,41125
756275833623502848,1402,5968
755955933503782912,2621,6815
755206590534418437,4894,15280
755110668769038337,10159,19695
754874841593970688,7222,0
754856583969079297,2308,6434
754747087846248448,476,2412
754482103782404096,1787,4928
754449512966619136,671,3502
754120377874386944,2159,7375
753655901052166144,1989,5444
753420520834629632,3232,7329
753398408988139520,1727,5346
753375668877008896,2123,7122
753298634498793472,5196,0
753294487569522689,956,3127
753039830821511168,19136,34539
753026973505581056,875,3648
752932432744185856,6283,11731
752917284578922496,1439,6499
752701944171524096,2610,0
752682090207055872,1456,5593
752660715232722944,1419,4070
752568224206688256,2079,5107
752519690950500352,3149,6840
752334515931054080,1006,3588
752309394570878976,14871,0
752173152931807232,1668,5535
751950017322246144,830,2847
751937170840121344,1195,4826
751830394383790080,1784,5432
751793661361422336,2610,5390
751598357617971201,2827,7393
751583847268179968,1001,4100
751538714308972544,1144,4707
751456908746354688,921,3001
751251247299190784,5376,11722
751205363882532864,1663,5895
751132876104687617,1181,4722
750868782890057730,1242,4451
750719632563142656,4578,12236
750506206503038976,1048,4129
750429297815552001,3907,12286
750383411068534784,1038,4258
750381685133418496,26,667
750147208377409536,873,2904
750132105863102464,1177,3362
750117059602808832,1204,4043
750101899009982464,774,2838
750086836815486976,490,2024
750071704093859840,3023,7236
750056684286914561,817,2953
750041628174217216,565,2957
750026558547456000,717,2526
750011400160841729,819,3001
749996283729883136,754,2828
749981277374128128,2272,4771
749774190421639168,1205,4349
749417653287129088,1508,5669
749403093750648834,490,2433
749395845976588288,3147,7946
749317047558017024,2040,5087
749075273010798592,1880,5357
749064354620928000,1403,4491
749036806121881602,728,2878
748977405889503236,3124,10001
748932637671223296,2055,5398
748705597323898880,875,2582
748699167502000129,1453,4403
748692773788876800,1224,3944
748575535303884801,1803,5623
748568946752774144,606,2042
748346686624440324,1119,4847
748337862848962560,3725,7053
748324050481647620,689,3451
748307329658011649,653,3437
748220828303695873,7090,13113
747963614829678593,1951,5372
747933425676525569,2349,6164
747885874273214464,878,2714
747844099428986880,674,2622
747816857231626240,1053,4491
747651430853525504,143,1271
747648653817413632,5309,11944
747600769478692864,520,2166
747594051852075008,946,3416
747512671126323200,1470,5117
747461612269887489,939,3583
747439450712596480,1749,5027
747242308580548608,2620,0
747219827526344708,1433,4882
747204161125646336,828,3120
747103485104099331,3615,8869
746906459439529985,269,2714
746872823977771008,1937,5560
746818907684614144,1592,4939
746790600704425984,1456,4516
746757706116112384,3547,8824
746726898085036033,1634,5626
746542875601690625,1743,4681
746521445350707200,898,0
746507379341139972,991,4339
746369468511756288,1482,5753
746131877086527488,1994,6380
746056683365994496,739,3318
745789745784041472,963,3662
745712589599014916,2121,6490
745433870967832576,2302,6530
745422732645535745,2190,7932
745314880350101504,2474,6599
744971049620602880,2437,7294
744709971296780288,1432,5218
744334592493166593,1926,6328
744234799360020481,70451,144449
744223424764059648,324,1533
743980027717509120,1000,3890
743895849529389061,875,3399
743835915802583040,1862,0
743609206067040256,1268,4153
743595368194129920,5944,16918
743222593470234624,1728,5721
743210557239623680,1232,3553
742534281772302336,3272,6550
742528092657332225,1790,4095
742465774154047488,3591,6740
742423170473463808,3411,9079
742385895052087300,1774,6279
742161199639494656,1242,3990
742150209887731712,1396,4706
741793263812808706,1382,4214
741743634094141440,2489,7536
741438259667034112,744,3411
741303864243200000,2910,8111
741099773336379392,5009,9212
741067306818797568,2805,8843
740995100998766593,2463,5816
740711788199743490,859,3143
740699697422163968,706,2646
740676976021798912,6196,16802
740373189193256964,12099,32504
740365076218183684,385,2247
740359016048689152,794,3045
740214038584557568,1781,6175
739979191639244800,5371,18472
739932936087216128,985,3750
739844404073074688,785,3519
739623569819336705,1236,3493
739606147276148736,1491,4978
739544079319588864,19214,36416
739485634323156992,2635,6593
739238157791694849,52717,106955
738891149612572673,6,89
738885046782832640,1042,3497
738883359779196928,720,3040
738537504001953792,1392,4696
738402415918125056,737,3003
738184450748633089,1104,3960
738166403467907072,3033,8059
738156290900254721,584,2282
737826014890496000,1601,4829
737800304142471168,3162,9248
737678689543020544,1195,4623
737445876994609152,4044,9427
737322739594330112,730,3316
737310737551491075,6740,13509
736736130620620800,1538,3870
736392552031657984,6634,16308
736365877722001409,1111,3661
736225175608430592,2541,7478
736010884653420544,2697,7235
735991953473572864,1033,3295
735648611367784448,1008,3723
735635087207878657,2139,5653
735274964362878976,4537,12021
735256018284875776,801,3056
735137028879360001,879,2873
734912297295085568,471,2540
734787690684657664,5748,11545
734776360183431168,487,2317
734559631394082816,353,1374
733828123016450049,714,3303
733822306246479872,923,3383
733482008106668032,852,2876
733460102733135873,1135,3867
733109485275860992,15473,49296
732732193018155009,481,2225
732726085725589504,796,3289
732585889486888962,711,3353
732375214819057664,2278,7422
732005617171337216,4868,13676
731285275100512256,900,3218
731156023742988288,1140,3543
730924654643314689,1782,5632
730573383004487680,1909,4454
730427201120833536,936,3198
730211855403241472,956,3484
730196704625098752,1701,4437
729854734790754305,1014,3713
729838605770891264,338,1602
729463711119904772,2086,5314
729113531270991872,287,1737
728986383096946689,737,2883
728760639972315136,1537,4288
728751179681943552,614,2541
728653952833728512,946,3059
728409960103686147,1821,4495
728387165835677696,875,3422
728046963732717569,1082,3932
728035342121635841,1510,4160
728015554473250816,990,3785
727685679342333952,574,2721
727644517743104000,1584,5384
727524757080539137,1082,4105
727314416056803329,670,3061
727286334147182592,743,2823
727175381690781696,1240,3588
727155742655025152,1198,3322
726935089318363137,2201,6296
726224900189511680,1042,4073
725842289046749185,2412,6517
725786712245440512,1243,3844
725729321944506368,1605,4794
725458796924002305,555,1300
724983749226668032,1168,3438
724771698126512129,567,2151
724405726123311104,1510,4867
724049859469295616,1617,3974
724046343203856385,512,2452
724004602748780546,1390,3829
723912936180330496,1124,3585
723688335806480385,2640,7036
723673163800948736,814,2785
723179728551723008,1688,4861
722974582966214656,1431,3762
722613351520608256,1492,4584
